order_id,customer_id,week,n_meals,box_price_nok,delivered_on_time
124,1969,1,3,293.0,True
125,1989,1,5,492.0,False
126,64,2,4,387.0,True
127,76,2,3,298.0,True
128,107,2,3,318.0,True
129,139,2,5,507.0,True
130,142,2,5,519.0,True
131,155,2,3,292.0,True
132,192,2,4,409.0,True
133,211,2,3,297.0,False
134,219,2,4,400.0,True
135,229,2,4,420.0,True
136,249,2,5,491.0,True
137,268,2,5,495.0,True
138,276,2,5,482.0,True
139,279,2,5,508.0,True
140,288,2,5,487.0,True
141,293,2,4,408.0,True
142,295,2,5,470.0,True
143,302,2,4,403.0,True
144,313,2,4,388.0,True
145,327,2,5,506.0,True
146,331,2,3,297.0,True
147,335,2,5,487.0,True
148,352,2,4,391.0,False
149,359,2,5,482.0,True
150,369,2,5,507.0,True
151,370,2,4,384.0,True
152,414,2,5,491.0,True
153,416,2,4,400.0,True
154,445,2,5,519.0,True
155,471,2,4,396.0,False
156,510,2,5,491.0,True
157,527,2,3,299.0,True
158,531,2,3,279.0,False
159,564,2,3,286.0,True
160,565,2,5,489.0,True
161,573,2,4,388.0,True
162,577,2,3,283.0,False
163,591,2,5,508.0,True
164,614,2,4,399.0,False
165,616,2,4,398.0,True
166,632,2,3,291.0,True
167,642,2,3,298.0,True
168,661,2,5,503.0,True
169,666,2,5,491.0,False
170,706,2,3,301.0,True
171,707,2,4,387.0,True
172,741,2,3,298.0,True
173,744,2,3,307.0,True
174,754,2,5,513.0,True
175,761,2,5,515.0,True
176,788,2,3,300.0,True
177,809,2,4,396.0,True
178,828,2,4,391.0,True
179,838,2,3,281.0,True
180,839,2,5,475.0,True
181,885,2,3,296.0,True
182,886,2,3,296.0,True
183,893,2,3,310.0,True
184,908,2,5,515.0,False
185,917,2,3,291.0,True
186,918,2,3,304.0,True
187,984,2,4,390.0,True
188,1006,2,5,505.0,True
189,1011,2,5,507.0,True
190,1062,2,4,411.0,True
191,1065,2,4,390.0,True
192,1067,2,4,408.0,True
193,1161,2,4,374.0,True
194,1183,2,4,411.0,True
195,1190,2,3,297.0,True
196,1205,2,4,396.0,True
197,1212,2,3,279.0,False
198,1272,2,4,391.0,True
199,1284,2,5,515.0,True
200,1290,2,3,293.0,True
201,1320,2,3,303.0,True
202,1347,2,4,396.0,False
203,1360,2,4,409.0,True
204,1363,2,4,398.0,True
205,1382,2,5,481.0,True
206,1396,2,3,298.0,True
207,1398,2,4,415.0,True
208,1399,2,5,502.0,True
209,1410,2,5,493.0,True
210,1489,2,5,528.0,True
211,1517,2,4,410.0,True
212,1530,2,3,304.0,True
213,1581,2,4,400.0,False
214,1585,2,4,405.0,True
215,1586,2,5,506.0,True
216,1599,2,5,463.0,True
217,1602,2,5,501.0,True
218,1610,2,3,296.0,True
219,1611,2,3,293.0,True
220,1628,2,3,295.0,True
221,1648,2,5,472.0,True
222,1676,2,3,281.0,True
223,1689,2,5,514.0,True
224,1724,2,4,401.0,True
225,1727,2,4,367.0,True
226,1735,2,4,389.0,True
227,1754,2,3,305.0,True
228,1758,2,4,393.0,True
229,1772,2,3,308.0,True
230,1795,2,4,408.0,True
231,1911,2,3,285.0,True
232,1919,2,5,493.0,True
233,1954,2,4,391.0,True
234,1969,2,3,285.0,True
235,1977,2,5,473.0,True
236,1989,2,5,483.0,True
237,9,3,3,299.0,True
238,10,3,3,300.0,True
239,18,3,3,282.0,False
240,64,3,4,385.0,True
241,76,3,3,285.0,True
242,131,3,3,297.0,False
243,139,3,5,482.0,True
244,142,3,5,488.0,True
245,145,3,3,286.0,True
246,155,3,3,293.0,True
247,157,3,5,478.0,True
248,192,3,4,405.0,True
249,194,3,3,301.0,True
250,211,3,3,298.0,True
251,219,3,4,392.0,True
252,229,3,4,372.0,True
253,249,3,5,488.0,True
254,268,3,5,484.0,True
255,276,3,5,499.0,True
256,277,3,3,303.0,True
257,279,3,5,500.0,True
258,287,3,5,514.0,True
259,288,3,5,487.0,True
260,293,3,4,389.0,True
261,295,3,5,510.0,True
262,302,3,4,398.0,True
263,313,3,4,393.0,True
264,314,3,3,313.0,True
265,327,3,5,504.0,True
266,329,3,3,295.0,True
267,331,3,3,291.0,True
268,338,3,3,309.0,True
269,352,3,4,398.0,True
270,359,3,5,495.0,False
271,370,3,4,404.0,True
272,372,3,3,305.0,True
273,413,3,4,403.0,True
274,416,3,4,407.0,True
275,439,3,4,401.0,True
276,471,3,4,403.0,True
277,510,3,5,484.0,True
278,513,3,3,313.0,True
279,522,3,5,477.0,True
280,526,3,4,400.0,True
281,527,3,3,285.0,True
282,564,3,3,296.0,True
283,565,3,5,487.0,True
284,573,3,4,398.0,False
285,578,3,3,300.0,True
286,591,3,5,481.0,True
287,609,3,5,495.0,True
288,614,3,4,413.0,True
289,620,3,5,476.0,True
290,632,3,3,289.0,True
291,638,3,4,406.0,True
292,642,3,3,298.0,True
293,661,3,5,497.0,False
294,667,3,3,306.0,False
295,706,3,3,290.0,False
296,707,3,4,390.0,False
297,741,3,3,291.0,True
298,744,3,3,294.0,True
299,754,3,5,515.0,True
300,761,3,5,470.0,True
301,788,3,3,286.0,False
302,794,3,3,285.0,False
303,797,3,4,413.0,True
304,802,3,4,389.0,True
305,809,3,4,392.0,True
306,828,3,4,377.0,True
307,838,3,3,295.0,True
308,839,3,5,508.0,True
309,854,3,3,299.0,True
310,870,3,5,493.0,True
311,885,3,3,283.0,True
312,886,3,3,294.0,False
313,893,3,3,298.0,True
314,908,3,5,480.0,True
315,917,3,3,303.0,True
316,918,3,3,305.0,True
317,919,3,5,487.0,True
318,965,3,5,506.0,True
319,984,3,4,395.0,True
320,1006,3,5,512.0,True
321,1037,3,5,525.0,True
322,1062,3,4,383.0,True
323,1065,3,4,405.0,False
324,1067,3,4,412.0,True
325,1125,3,3,288.0,True
326,1160,3,5,486.0,True
327,1161,3,4,389.0,True
328,1188,3,3,296.0,True
329,1190,3,3,294.0,False
330,1205,3,4,394.0,True
331,1212,3,3,304.0,True
332,1272,3,4,373.0,True
333,1275,3,4,384.0,True
334,1284,3,5,505.0,True
335,1290,3,3,302.0,True
336,1312,3,5,479.0,True
337,1320,3,3,302.0,True
338,1347,3,4,412.0,True
339,1360,3,4,395.0,True
340,1369,3,4,384.0,False
341,1382,3,5,508.0,True
342,1396,3,3,312.0,True
343,1398,3,4,385.0,True
344,1399,3,5,496.0,True
345,1403,3,5,511.0,True
346,1410,3,5,497.0,True
347,1411,3,3,281.0,True
348,1489,3,5,502.0,False
349,1490,3,4,384.0,True
350,1517,3,4,381.0,True
351,1526,3,3,282.0,True
352,1530,3,3,308.0,True
353,1556,3,4,386.0,True
354,1562,3,3,300.0,True
355,1585,3,4,403.0,True
356,1586,3,5,497.0,True
357,1602,3,5,499.0,True
358,1610,3,3,300.0,True
359,1611,3,3,298.0,True
360,1628,3,3,290.0,True
361,1635,3,5,482.0,True
362,1648,3,5,493.0,True
363,1671,3,4,395.0,True
364,1676,3,3,301.0,False
365,1687,3,5,511.0,True
366,1689,3,5,500.0,True
367,1699,3,5,483.0,True
368,1720,3,4,370.0,False
369,1724,3,4,387.0,True
370,1727,3,4,380.0,True
371,1735,3,4,387.0,True
372,1754,3,3,299.0,True
373,1758,3,4,397.0,True
374,1772,3,3,314.0,True
375,1775,3,4,402.0,True
376,1795,3,4,419.0,True
377,1871,3,5,506.0,True
378,1882,3,5,511.0,True
379,1910,3,4,392.0,True
380,1919,3,5,479.0,True
381,1932,3,4,391.0,True
382,1939,3,5,495.0,False
383,1950,3,4,389.0,True
384,1954,3,4,384.0,True
385,1962,3,4,401.0,True
386,1972,3,3,288.0,True
387,1977,3,5,472.0,True
388,1986,3,3,287.0,True
389,1989,3,5,492.0,False
390,16,4,3,274.0,True
391,18,4,3,305.0,True
392,36,4,3,287.0,True
393,47,4,4,389.0,False
394,64,4,4,370.0,True
395,76,4,3,306.0,True
396,104,4,3,300.0,True
397,131,4,3,300.0,True
398,139,4,5,500.0,True
399,142,4,5,464.0,True
400,145,4,3,288.0,True
401,149,4,5,488.0,True
402,155,4,3,290.0,True
403,157,4,5,491.0,True
404,192,4,4,399.0,True
405,194,4,3,306.0,True
406,211,4,3,284.0,True
407,219,4,4,396.0,True
408,229,4,4,404.0,False
409,249,4,5,481.0,True
410,266,4,5,492.0,True
411,268,4,5,502.0,False
412,276,4,5,495.0,True
413,277,4,3,303.0,True
414,279,4,5,496.0,False
415,287,4,5,490.0,False
416,288,4,5,478.0,True
417,293,4,4,399.0,True
418,295,4,5,496.0,True
419,302,4,4,384.0,False
420,313,4,4,403.0,True
421,314,4,3,308.0,True
422,327,4,5,485.0,True
423,329,4,3,291.0,True
424,331,4,3,290.0,True
425,334,4,5,470.0,True
426,338,4,3,315.0,True
427,352,4,4,391.0,True
428,359,4,5,482.0,True
429,370,4,4,383.0,True
430,413,4,4,391.0,True
431,416,4,4,388.0,True
432,418,4,3,310.0,True
433,420,4,3,286.0,True
434,439,4,4,378.0,True
435,464,4,4,403.0,False
436,468,4,5,493.0,True
437,471,4,4,393.0,True
438,510,4,5,503.0,True
439,513,4,3,298.0,True
440,514,4,5,494.0,True
441,522,4,5,474.0,True
442,526,4,4,376.0,True
443,527,4,3,291.0,True
444,560,4,4,383.0,False
445,565,4,5,499.0,True
446,567,4,5,468.0,True
447,568,4,5,488.0,True
448,578,4,3,295.0,True
449,591,4,5,494.0,True
450,609,4,5,501.0,True
451,614,4,4,392.0,False
452,620,4,5,485.0,True
453,632,4,3,308.0,True
454,636,4,5,490.0,False
455,637,4,5,516.0,True
456,638,4,4,392.0,True
457,642,4,3,297.0,False
458,655,4,3,296.0,True
459,661,4,5,498.0,True
460,688,4,3,293.0,True
461,706,4,3,298.0,True
462,707,4,4,414.0,False
463,741,4,3,306.0,True
464,744,4,3,306.0,True
465,761,4,5,475.0,True
466,788,4,3,286.0,True
467,796,4,3,299.0,True
468,797,4,4,405.0,True
469,802,4,4,390.0,False
470,809,4,4,388.0,True
471,820,4,5,516.0,True
472,828,4,4,404.0,True
473,838,4,3,306.0,False
474,839,4,5,488.0,True
475,847,4,5,487.0,True
476,854,4,3,305.0,True
477,885,4,3,295.0,True
478,886,4,3,292.0,True
479,889,4,4,385.0,True
480,893,4,3,292.0,True
481,908,4,5,508.0,False
482,917,4,3,284.0,True
483,918,4,3,303.0,True
484,919,4,5,484.0,True
485,931,4,3,295.0,True
486,965,4,5,493.0,True
487,984,4,4,393.0,True
488,1006,4,5,491.0,True
489,1037,4,5,488.0,True
490,1046,4,4,389.0,True
491,1054,4,5,515.0,True
492,1062,4,4,396.0,True
493,1067,4,4,395.0,True
494,1160,4,5,485.0,True
495,1161,4,4,391.0,True
496,1188,4,3,291.0,True
497,1190,4,3,304.0,True
498,1205,4,4,387.0,True
499,1212,4,3,277.0,True
500,1262,4,3,298.0,False
501,1272,4,4,393.0,False
502,1275,4,4,389.0,True
503,1284,4,5,509.0,True
504,1290,4,3,273.0,True
505,1320,4,3,311.0,False
506,1339,4,4,409.0,True
507,1347,4,4,389.0,True
508,1360,4,4,391.0,False
509,1372,4,5,502.0,True
510,1382,4,5,503.0,True
511,1386,4,5,486.0,True
512,1396,4,3,283.0,True
513,1398,4,4,421.0,True
514,1399,4,5,509.0,True
515,1403,4,5,497.0,False
516,1410,4,5,498.0,True
517,1411,4,3,303.0,True
518,1459,4,4,405.0,True
519,1489,4,5,464.0,True
520,1490,4,4,392.0,True
521,1517,4,4,391.0,False
522,1526,4,3,296.0,True
523,1530,4,3,304.0,True
524,1556,4,4,375.0,True
525,1559,4,4,380.0,True
526,1562,4,3,291.0,True
527,1585,4,4,398.0,True
528,1586,4,5,507.0,False
529,1589,4,5,519.0,True
530,1602,4,5,491.0,True
531,1610,4,3,304.0,True
532,1611,4,3,303.0,True
533,1628,4,3,302.0,True
534,1635,4,5,495.0,True
535,1645,4,4,391.0,True
536,1648,4,5,479.0,True
537,1676,4,3,287.0,True
538,1687,4,5,500.0,True
539,1689,4,5,494.0,True
540,1699,4,5,489.0,True
541,1724,4,4,404.0,False
542,1727,4,4,394.0,True
543,1735,4,4,385.0,True
544,1746,4,3,295.0,True
545,1754,4,3,304.0,True
546,1758,4,4,384.0,True
547,1775,4,4,398.0,True
548,1795,4,4,395.0,True
549,1809,4,4,387.0,True
550,1813,4,3,294.0,True
551,1857,4,4,377.0,True
552,1859,4,4,397.0,True
553,1871,4,5,475.0,True
554,1880,4,3,307.0,True
555,1882,4,5,494.0,True
556,1896,4,5,487.0,True
557,1909,4,5,512.0,True
558,1910,4,4,384.0,True
559,1918,4,3,290.0,True
560,1919,4,5,468.0,True
561,1939,4,5,514.0,True
562,1950,4,4,418.0,True
563,1954,4,4,376.0,True
564,1962,4,4,386.0,True
565,1972,4,3,298.0,True
566,1977,4,5,487.0,True
567,1986,4,3,297.0,True
568,1994,4,4,395.0,True
569,16,5,3,315.0,True
570,18,5,3,294.0,True
571,36,5,3,300.0,True
572,64,5,4,402.0,True
573,71,5,3,309.0,True
574,76,5,3,290.0,True
575,104,5,3,309.0,True
576,139,5,5,493.0,True
577,142,5,5,532.0,True
578,149,5,5,500.0,True
579,155,5,3,286.0,True
580,157,5,5,492.0,True
581,164,5,3,309.0,True
582,189,5,3,298.0,True
583,192,5,4,395.0,True
584,194,5,3,303.0,True
585,211,5,3,294.0,True
586,219,5,4,393.0,True
587,229,5,4,385.0,True
588,249,5,5,521.0,True
589,256,5,3,286.0,True
590,268,5,5,498.0,False
591,277,5,3,301.0,True
592,279,5,5,495.0,True
593,288,5,5,476.0,True
594,293,5,4,384.0,True
595,295,5,5,503.0,True
596,302,5,4,387.0,True
597,308,5,5,464.0,True
598,313,5,4,401.0,True
599,314,5,3,289.0,True
600,323,5,4,403.0,True
601,327,5,5,492.0,False
602,329,5,3,295.0,True
603,331,5,3,297.0,True
604,334,5,5,478.0,True
605,338,5,3,290.0,True
606,352,5,4,393.0,True
607,353,5,4,382.0,True
608,359,5,5,506.0,True
609,370,5,4,392.0,True
610,413,5,4,379.0,True
611,416,5,4,389.0,True
612,418,5,3,298.0,True
613,420,5,3,293.0,True
614,439,5,4,401.0,True
615,464,5,4,403.0,True
616,465,5,4,425.0,True
617,468,5,5,512.0,True
618,471,5,4,377.0,False
619,472,5,5,490.0,True
620,489,5,4,393.0,False
621,490,5,4,403.0,True
622,501,5,5,481.0,True
623,510,5,5,487.0,True
624,513,5,3,286.0,True
625,514,5,5,486.0,True
626,522,5,5,487.0,True
627,526,5,4,392.0,True
628,527,5,3,286.0,True
629,560,5,4,408.0,True
630,565,5,5,502.0,True
631,567,5,5,473.0,False
632,578,5,3,297.0,True
633,579,5,3,283.0,True
634,599,5,5,515.0,True
635,601,5,5,519.0,True
636,609,5,5,494.0,False
637,614,5,4,386.0,True
638,620,5,5,485.0,True
639,621,5,4,391.0,True
640,632,5,3,296.0,True
641,636,5,5,515.0,True
642,638,5,4,407.0,True
643,655,5,3,306.0,True
644,661,5,5,498.0,True
645,688,5,3,287.0,True
646,704,5,5,484.0,True
647,706,5,3,298.0,True
648,707,5,4,382.0,True
649,729,5,3,300.0,True
650,738,5,4,406.0,True
651,741,5,3,302.0,True
652,761,5,5,503.0,False
653,788,5,3,280.0,True
654,796,5,3,309.0,True
655,797,5,4,377.0,False
656,802,5,4,394.0,True
657,809,5,4,403.0,True
658,824,5,5,500.0,True
659,828,5,4,381.0,True
660,838,5,3,287.0,False
661,839,5,5,499.0,True
662,847,5,5,503.0,True
663,854,5,3,287.0,True
664,885,5,3,300.0,True
665,886,5,3,283.0,True
666,893,5,3,303.0,True
667,908,5,5,482.0,True
668,917,5,3,298.0,True
669,918,5,3,296.0,False
670,931,5,3,307.0,True
671,984,5,4,399.0,True
672,990,5,5,486.0,True
673,1006,5,5,500.0,True
674,1025,5,5,527.0,True
675,1037,5,5,506.0,True
676,1054,5,5,494.0,False
677,1062,5,4,386.0,True
678,1067,5,4,389.0,True
679,1160,5,5,505.0,True
680,1161,5,4,385.0,True
681,1175,5,3,297.0,True
682,1188,5,3,310.0,True
683,1190,5,3,298.0,True
684,1204,5,5,479.0,True
685,1205,5,4,422.0,True
686,1212,5,3,313.0,True
687,1262,5,3,301.0,True
688,1272,5,4,411.0,False
689,1275,5,4,393.0,True
690,1284,5,5,506.0,True
691,1285,5,5,489.0,True
692,1290,5,3,285.0,True
693,1320,5,3,320.0,False
694,1336,5,3,284.0,True
695,1339,5,4,400.0,True
696,1347,5,4,399.0,True
697,1360,5,4,402.0,True
698,1372,5,5,494.0,True
699,1382,5,5,494.0,True
700,1386,5,5,497.0,True
701,1396,5,3,301.0,True
702,1398,5,4,396.0,True
703,1399,5,5,494.0,False
704,1403,5,5,475.0,True
705,1410,5,5,525.0,True
706,1459,5,4,402.0,True
707,1489,5,5,498.0,False
708,1490,5,4,389.0,True
709,1517,5,4,384.0,True
710,1526,5,3,305.0,False
711,1530,5,3,296.0,True
712,1556,5,4,403.0,True
713,1559,5,4,380.0,True
714,1562,5,3,311.0,False
715,1576,5,4,407.0,True
716,1585,5,4,395.0,True
717,1589,5,5,502.0,True
718,1591,5,3,304.0,True
719,1602,5,5,475.0,False
720,1610,5,3,312.0,True
721,1611,5,3,301.0,False
722,1628,5,3,291.0,True
723,1635,5,5,479.0,True
724,1645,5,4,408.0,True
725,1648,5,5,498.0,True
726,1655,5,3,301.0,True
727,1687,5,5,495.0,True
728,1689,5,5,480.0,True
729,1699,5,5,503.0,True
730,1724,5,4,394.0,True
731,1727,5,4,396.0,True
732,1735,5,4,424.0,True
733,1746,5,3,305.0,True
734,1748,5,3,305.0,True
735,1754,5,3,321.0,False
736,1758,5,4,401.0,False
737,1775,5,4,397.0,True
738,1795,5,4,388.0,True
739,1798,5,4,391.0,True
740,1809,5,4,372.0,True
741,1813,5,3,304.0,True
742,1857,5,4,381.0,True
743,1859,5,4,407.0,True
744,1871,5,5,494.0,True
745,1880,5,3,298.0,True
746,1882,5,5,494.0,True
747,1896,5,5,516.0,True
748,1901,5,5,513.0,True
749,1909,5,5,495.0,False
750,1910,5,4,385.0,True
751,1915,5,4,407.0,False
752,1918,5,3,288.0,True
753,1919,5,5,472.0,True
754,1924,5,5,502.0,True
755,1925,5,5,513.0,True
756,1939,5,5,489.0,True
757,1950,5,4,401.0,True
758,1954,5,4,391.0,True
759,1962,5,4,405.0,False
760,1972,5,3,307.0,True
761,1975,5,5,491.0,True
762,1977,5,5,480.0,True
763,1986,5,3,284.0,True
764,1994,5,4,407.0,True
765,1999,5,5,478.0,True
766,16,6,3,284.0,False
767,18,6,3,300.0,True
768,36,6,3,309.0,True
769,64,6,4,389.0,True
770,69,6,5,496.0,True
771,71,6,3,293.0,True
772,76,6,3,291.0,True
773,104,6,3,299.0,True
774,116,6,4,388.0,True
775,125,6,5,483.0,True
776,137,6,5,471.0,True
777,139,6,5,496.0,True
778,142,6,5,511.0,True
779,149,6,5,506.0,True
780,157,6,5,517.0,True
781,164,6,3,291.0,True
782,189,6,3,305.0,True
783,192,6,4,383.0,True
784,194,6,3,303.0,True
785,199,6,5,519.0,False
786,211,6,3,301.0,True
787,219,6,4,416.0,True
788,229,6,4,389.0,True
789,233,6,4,394.0,True
790,249,6,5,481.0,False
791,256,6,3,297.0,True
792,268,6,5,499.0,True
793,277,6,3,297.0,False
794,288,6,5,488.0,True
795,293,6,4,390.0,True
796,295,6,5,500.0,True
797,297,6,4,394.0,True
798,302,6,4,382.0,True
799,308,6,5,467.0,True
800,313,6,4,389.0,True
801,314,6,3,285.0,True
802,323,6,4,386.0,True
803,326,6,4,391.0,False
804,329,6,3,296.0,True
805,331,6,3,291.0,True
806,334,6,5,528.0,True
807,338,6,3,286.0,True
808,352,6,4,410.0,True
809,359,6,5,493.0,True
810,370,6,4,388.0,True
811,375,6,3,302.0,True
812,377,6,3,293.0,True
813,378,6,3,290.0,True
814,398,6,3,313.0,True
815,413,6,4,370.0,True
816,416,6,4,393.0,True
817,418,6,3,299.0,True
818,420,6,3,310.0,True
819,430,6,5,489.0,True
820,439,6,4,428.0,True
821,450,6,5,506.0,False
822,464,6,4,368.0,True
823,465,6,4,379.0,True
824,468,6,5,499.0,True
825,471,6,4,382.0,True
826,472,6,5,503.0,True
827,489,6,4,391.0,True
828,490,6,4,382.0,True
829,501,6,5,481.0,True
830,510,6,5,508.0,True
831,513,6,3,279.0,True
832,514,6,5,511.0,True
833,522,6,5,511.0,True
834,526,6,4,392.0,True
835,527,6,3,284.0,False
836,540,6,5,503.0,True
837,557,6,3,293.0,False
838,560,6,4,378.0,True
839,565,6,5,523.0,True
840,575,6,5,482.0,True
841,579,6,3,284.0,True
842,599,6,5,499.0,True
843,601,6,5,494.0,True
844,609,6,5,517.0,True
845,614,6,4,391.0,True
846,620,6,5,490.0,False
847,621,6,4,400.0,True
848,632,6,3,299.0,True
849,636,6,5,498.0,True
850,638,6,4,399.0,True
851,647,6,5,497.0,True
852,655,6,3,293.0,True
853,661,6,5,507.0,True
854,686,6,5,490.0,True
855,688,6,3,304.0,True
856,695,6,5,516.0,True
857,704,6,5,485.0,True
858,706,6,3,318.0,True
859,729,6,3,291.0,True
860,741,6,3,291.0,True
861,763,6,3,302.0,True
862,779,6,3,301.0,True
863,782,6,4,397.0,True
864,788,6,3,304.0,True
865,796,6,3,299.0,True
866,797,6,4,421.0,False
867,802,6,4,395.0,True
868,809,6,4,386.0,True
869,824,6,5,487.0,True
870,839,6,5,502.0,True
871,847,6,5,502.0,False
872,850,6,5,498.0,False
873,854,6,3,289.0,True
874,871,6,3,307.0,True
875,885,6,3,314.0,True
876,886,6,3,297.0,False
877,891,6,5,522.0,True
878,893,6,3,305.0,True
879,909,6,5,528.0,True
880,917,6,3,301.0,True
881,931,6,3,298.0,True
882,984,6,4,406.0,True
883,990,6,5,489.0,False
884,1006,6,5,501.0,True
885,1025,6,5,515.0,True
886,1037,6,5,507.0,True
887,1062,6,4,396.0,True
888,1067,6,4,398.0,True
889,1078,6,3,304.0,True
890,1089,6,3,303.0,False
891,1107,6,5,506.0,True
892,1144,6,4,400.0,True
893,1153,6,3,290.0,True
894,1159,6,3,291.0,True
895,1160,6,5,502.0,True
896,1175,6,3,304.0,True
897,1188,6,3,303.0,True
898,1190,6,3,291.0,False
899,1204,6,5,493.0,True
900,1205,6,4,382.0,True
901,1247,6,4,379.0,True
902,1259,6,5,496.0,True
903,1262,6,3,309.0,True
904,1272,6,4,397.0,False
905,1284,6,5,523.0,False
906,1285,6,5,493.0,False
907,1290,6,3,297.0,True
908,1314,6,4,384.0,True
909,1320,6,3,294.0,True
910,1336,6,3,286.0,True
911,1339,6,4,378.0,True
912,1347,6,4,382.0,True
913,1360,6,4,397.0,True
914,1372,6,5,484.0,True
915,1382,6,5,488.0,False
916,1386,6,5,501.0,True
917,1396,6,3,283.0,True
918,1398,6,4,397.0,True
919,1399,6,5,508.0,True
920,1403,6,5,509.0,True
921,1410,6,5,503.0,False
922,1412,6,4,395.0,True
923,1447,6,5,486.0,False
924,1459,6,4,395.0,True
925,1489,6,5,520.0,True
926,1490,6,4,399.0,False
927,1517,6,4,395.0,True
928,1521,6,4,403.0,True
929,1526,6,3,297.0,True
930,1530,6,3,299.0,True
931,1556,6,4,393.0,True
932,1559,6,4,391.0,True
933,1576,6,4,408.0,True
934,1585,6,4,373.0,True
935,1589,6,5,502.0,True
936,1591,6,3,293.0,True
937,1602,6,5,467.0,True
938,1610,6,3,288.0,False
939,1612,6,3,297.0,True
940,1624,6,5,497.0,True
941,1635,6,5,506.0,True
942,1637,6,3,304.0,True
943,1645,6,4,378.0,True
944,1648,6,5,501.0,True
945,1655,6,3,303.0,True
946,1687,6,5,498.0,False
947,1689,6,5,502.0,False
948,1699,6,5,466.0,True
949,1715,6,5,480.0,True
950,1724,6,4,412.0,True
951,1727,6,4,393.0,True
952,1735,6,4,422.0,False
953,1741,6,5,476.0,True
954,1746,6,3,311.0,True
955,1748,6,3,292.0,True
956,1754,6,3,305.0,True
957,1757,6,3,294.0,True
958,1758,6,4,397.0,False
959,1775,6,4,403.0,True
960,1782,6,3,292.0,True
961,1795,6,4,406.0,True
962,1798,6,4,393.0,True
963,1802,6,4,398.0,True
964,1813,6,3,273.0,True
